,Name,Code,start_date,start_time,Dur,DOY,Stations_Codes,DB Code,Ops Center,Correlator,Analysis
161,IVS-R1917,R1917,2019-10-21,17:00:00,24:00,294.0,"['Ag', 'Ft', 'Ht', 'Is', 'Kk', 'Kv', 'Ma', 'Ny', 'Wn', 'Wz', 'Yg']",XA,NASA,BONN,NASA
